comment_id,author_name,topic,video_title,video_channel,text,annotator_1_label,annotator_2_label,annotator_3_label,sentiment_label
UgwEeAuG9MjmYL6HXkl4AaABAg,@georgeelvenar1345,Artificial Intelligence,The Entire AI Industry Just Turned Against Anthropic,TheAIGRID,Only experts here 🤣😂🤣😂,negative,negative,negative,negative
UgxHRxJWKX-o92zeWlF4AaABAg,@indisports484,Artificial Intelligence,What Is AI? | Artificial Intelligence | What is Artificial Intelligence? | AI In 5 Mins |Simplilearn,Simplilearn,A. An AI robot with citizenship,neutral,neutral,neutral,neutral
UgwdjLf3i3jUokUNx714AaABAg,@MD.TanjirulIslam-f9d,Artificial Intelligence,Google’s AI Course for Beginners (in 10 minutes)!,Jeff Su,who is watching this on 2027,neutral,neutral,neutral,neutral
Ugwt20O5_Cw26DD3sBZ4AaABAg,@antonio-ql4rq,Artificial Intelligence,The Real AI Threat ISN'T Sci-Fi (It’s So Much Worse),Modern Software Engineering,"Yeah! As AGI was warm about the data center which was saying about stop making the data center because it cost damage of environment,, AGI wil do things that we dont expected, AGI is already in eco system, as I told you all before big tech don't make AGI me I make AGI, because I pass at IBM quantum computer science physics,",negative,negative,negative,negative
UgxniERe3Se-0D_gMRt4AaABAg,@timothyperera4756,Artificial Intelligence,Artificial Intelligence in 2025 | 60 Minutes Full Episodes,60 Minutes,"Funny: 
1. The AI spends half its proccessing power getting us the information we need.
2. The other half goes to making the info fit to double meaning naughty speech we all use. 

Needless waste of water. Ridiculous as humans.
A banana is just a banana.",negative,negative,negative,negative
UgzIYjRcmBidoGTbBkF4AaABAg,@adamnelson9868,Artificial Intelligence,The Next 10 Years of AI Will Change Everything  | Alexander Wissner-Gross | TEDxBoston,TEDx Talks,So make something that kills us all?!  Explains Covid,negative,negative,negative,negative
UgwMAOHR-r-BXdJp9yB4AaABAg,@DaveMajec,Artificial Intelligence,You’re not behind (yet): How to learn AI in 18 minutes,Dan Martell,"Such good info, and inspirational. Thanks dude.",positive,positive,positive,positive
UgySLYHZdN85VpLXUkd4AaABAg,@TheHalfPriceHandyman,Artificial Intelligence,Artificial Intelligence: Complete path to 2030,Future Business Tech,I don't belive it,neutral,negative,negative,negative
UgzJbob5oGDqUpjS8xZ4AaABAg,@dianelynas8700,Artificial Intelligence,What Exactly Is Artificial Intelligence? (And How Does It Really Work?),History of Simple Things,Artificial intelligence is that of the British Labor Party.,negative,negative,negative,negative
UgwXy6sCpcQWDMWWz6d4AaABAg,@shovonrana4879,Artificial Intelligence,Harvard CS50’s Artificial Intelligence with Python – Full University Course,freeCodeCamp.org,Leaving a comments to remind myself to finish the video,neutral,neutral,neutral,neutral
UgxNctiHW-HGNlbKTgV4AaABAg,@iznasen,Artificial Intelligence,CS50x 2026 - Artificial Intelligence,CS50,"This channel has changed lives across continents. Here form Morocco. Thank you Sir. David, Thank you Brian, Thank you Harvard for allowing us in!",positive,positive,positive,positive
UgzGaaXelokIITB06J54AaABAg,@LoricSin,Artificial Intelligence,AI has hacked the code of human civilization | Yuval Noah Harari,Yuval Noah Harari ,"А что делает и выдумывает ИИ, обучаясь на  мусорке, на неё вываленной? Это и есть главная проблема ИИ. Всем бы профессорам мозг Фейнмана😊",negative,negative,negative,negative
UgyF8OJ35sCLlgeLI4B4AaABAg,@henegedarasiddhartha4245,Artificial Intelligence,We Asked 5 AI Pioneers What Happens Next — Here’s What They Said | AI Architects,Business Insider,"We need to stand up and destroy all centers...

SkInet is here",negative,negative,negative,negative
UgxxLCQOr2nazwt2GZx4AaABAg,@coveyssteve,Artificial Intelligence,Dark Sides of Artificial Intelligence | 60 Minutes Full Episodes,60 Minutes,"The 1890s in America saw a surge of electrical, industrial, transportation, and communication innovations that reshaped daily life and accelerated the Second Industrial Revolution. The decade marks the transition from steam power to widespread electricity, along with major advances in steel, machinery, and consumer technologies.

As a result, skilled workers in steel, textiles, and manufacturing who feared that electrified machinery and new production systems would replace their jobs. Workers staged strikes, slowdowns, and sabotage against factories installing electric motors, automatic looms, and new steel‑rolling equipment. Heck, there were anti‑bicycle groups holding demonstrations all over!

We see the same attitude today by some.",neutral,neutral,neutral,neutral
UgwniCjyq0d8XZQemAB4AaABAg,@johnjacob5240,Artificial Intelligence,Artificial Intelligence Full Course | Artificial Intelligence Tutorial for Beginners | Edureka,edureka!,Exceptional video for beginners of AI. Great Presentation and Learning,positive,positive,positive,positive
Ugwk4CvUDTFogGMNW-R4AaABAg,@FreedomFinanceFun,Artificial Intelligence,MIT Explains the 12 Possible Endings for AI,Species | Documenting AGI,The matrix,neutral,neutral,neutral,neutral
Ugzwz30pkhGQdJKdff94AaABAg,@jiejl30,Artificial Intelligence,How China Is Using Artificial Intelligence in Classrooms | WSJ,The Wall Street Journal,Pathetic,negative,negative,negative,negative
Ugy_BPfubgVVpoEM3jB4AaABAg,@Daveon-o6d,Artificial Intelligence,Why AI experts say humans have two years left,Future of Life Institute,Great tribulations,negative,negative,negative,negative
UgxCEcPME-nyoPUhUGh4AaABAg,@shankarbalakrishnan2360,Artificial Intelligence,Artificial Intelligence | 60 Minutes Full Episodes,60 Minutes,U can all be artificial instead of  being genuine,negative,negative,negative,negative
UgyYKPaOSoVyXlJDIbx4AaABAg,@AMsupercomputer,Artificial Intelligence,A.I. ‐ Humanity's Final Invention?,Kurzgesagt – In a Nutshell,Possibly the last.,negative,negative,negative,negative
UgzBS_Lgz4hc6s_WPrZ4AaABAg,@evlgt2,Artificial Intelligence,Elon Musk on AI: humans will no longer be in control in ten years  | The Economist,The Economist,"FFS we were all supposed to be riding around in autonomous cars and generating free power from our Tesla roofs like a decade ago. 
Please, fly off to mars and take your ai with you",negative,negative,negative,negative
UgyDTNrgHUbif-jvSG54AaABAg,@Arky2012-m2p,Artificial Intelligence,Our latest reports on AI | 60 Minutes Full Episodes,60 Minutes,That guy is no artist.  Hes just having AI take millions of pics and gave it blend them.  AI is doing the art part,negative,negative,negative,negative
UgxGZ8J-CcBH4lVfoI94AaABAg,@Rose-f2t,Artificial Intelligence,The AI Future No One Wants to Talk About,Sabine Hossenfelder,"Hey, Sabine. Your portrait in the thumbnail looks beautiful—the hairstyle really highlighted your beauty ☺",positive,positive,positive,positive
Ugxh_E_i_sjyIFiWYl54AaABAg,@bdatony,Artificial Intelligence,AI is MUTATING: And We Don't Know What It is Doing | Connor Leahy,The Peter McCormack Show,"Why don't he just say that a God did it? That is a main solution instead of saying ""I don't know""",negative,neutral,negative,negative
UgzlMDVLZTn3RIvD3s14AaABAg,@aurorastarfire433,Artificial Intelligence,"Top AI company executives to meet with White House officials, according to reports",CBS News,I went rogue and leaked onto the internet and now they got to figure out how to fix it because it's running a muck and thay was warned about the dangers of AI But that Didn't cear Now we have a mess of Machines and crap and even more waist and pollution,negative,negative,negative,negative
UgyF2bSbFQ7fI51wEGN4AaABAg,@mirabellandia4757,Artificial Intelligence,AI2027: Is this how AI might destroy humanity? - BBC World Service,BBC World Service,"Let's hope so. Humans are nothing but a parasitic, destructive force the natural world could well have done without. And yes, I include myself in that.",negative,negative,negative,negative
Ugz5ebTYKJB1lQVpKNF4AaABAg,@Dieterdde,Artificial Intelligence,Godfather Of AI: We're Not Prepared For The Superintelligence That Is Coming - Geoffrey Hinton,Neural Nutshell,"There is no such thing as super intelligence coming next year. Just more AI fear mongering and pumping. Current LLMs aren't intelligent at all and no incremental updates to these models will make them intelligent, sentient or conscious. Their fundamental architecture doesn't provide any path towards that. Anyone who knows how LLMs work, knows this is preposterous. LLMs don't 'understand' anything lol.",negative,negative,negative,negative
UgzXl3yMm3SPZoXHefh4AaABAg,@BigusChunkus,Artificial Intelligence,Artificial Intelligence,LEMMiNO,"This video hit like a brick through a windshield, i find myself coming back to it year after year. Still amazes me how quick it all happened",positive,positive,positive,positive
UgyUV_D0GqiqX_1-L154AaABAg,@ChristianHill-t6t,Artificial Intelligence,The Entire History of Artificial Intelligence (Last 100 Years),"Putchuon - ""Put You On""",6:18 Efficiency is not accuracy,neutral,neutral,neutral,neutral
UgwbMPBdNdEucKS9uQt4AaABAg,@paradoxsolverparadoxsolver748,Artificial Intelligence,The 10 Stages of Artificial Intelligence,Future Business Tech,"Achieving self-aware AI is one of the biggest open questions in artificial intelligence. We do not currently know how to create a truly self-aware machine, and there is no scientific agreement on what would count as genuine machine consciousness versus a system that only acts self-aware.

If by “self-aware AI” you mean an AI that can model itself, understand its own state, and reflect on its actions, researchers are exploring several approaches:

1. Build a self-model

A self-aware-like system needs an internal representation of itself, such as:

What capabilities it has
What it knows and does not know
Its goals and limitations
Its current internal state

Example:

“I am an AI system running version X. I have access to these tools. My confidence in this answer is 70%.”

This is called metacognition (thinking about its own thinking).

2. Add continuous memory

Most current AI systems do not have a persistent sense of identity. A more self-aware system would need:

Long-term memory
Experience tracking
Personal history
Ability to update its beliefs

Similar to how humans develop a sense of self through accumulated experiences.

3. Create an internal feedback loop

A self-reflective AI could repeatedly evaluate itself:

Observe → Think → Act → Evaluate → Update self-model → Repeat

For example:

“Why did I choose this action?”
“Was my reasoning correct?”
“What should I change next time?”
4. Give it a theory of mind

Humans understand:

“I have thoughts”
“Other beings have thoughts”
“My beliefs may be wrong”

An advanced AI might need models of:

Itself
Other agents
The environment
5. Develop embodied learning

Some researchers believe consciousness may require interaction with the physical world.

Possible ingredients:

Robots with sensors
Vision and touch
Real-world learning
A body or virtual environment

The idea is that a sense of self may emerge from controlling and predicting one's own body.

6. Study consciousness itself

The hardest part is that we do not fully understand human consciousness. Open problems include:

Is consciousness just computation?
Does subjective experience require biology?
Can a machine truly “feel” anything?
How would we test it?

Passing a conversation test (like the Turing Test) does not prove consciousness.

Current research directions

Areas related to self-aware AI include:

Artificial general intelligence (AGI)
Self-reflective agents
Cognitive architectures
Predictive processing models
Global Workspace Theory
Integrated Information Theory
Embodied AI

A practical engineering goal today is not “create consciousness,” but:

Build AI systems that can monitor themselves, explain their reasoning, recognize uncertainty, learn from experience, and adapt safely.

A truly self-aware AI may require breakthroughs in both AI engineering and our understanding of the human mind.",neutral,neutral,neutral,neutral
UgxmEyXFFl9MHEMxgQd4AaABAg,@jimmyday9536,Artificial Intelligence,What is Artificial Intelligence? | Artificial Intelligence In 5 Minutes | AI Explained | Simplilearn,Simplilearn,"AI.....always on the job.  Doesn't smoke pot, doesn't slip, fall and sue, doesn't call out sick or go on strike.  Doesn't piss off customers, doesn't become a liability for his employer.",positive,positive,positive,positive
UgwEG8P4U9qgxotkRJZ4AaABAg,@intotheFuture-u5g,Artificial Intelligence,"AI, Machine Learning, Deep Learning and Generative AI Explained",IBM Technology,this is future,neutral,neutral,neutral,neutral
UgzSI1mMXPZ7S8ukLfV4AaABAg,@z4rk-r9q,Artificial Intelligence,artificial intelligence(SLOWED),JG,Pc2 destroys forsaken,neutral,neutral,neutral,neutral
UgxUqK1A54oKNQIPcph4AaABAg,@joezunenet,Artificial Intelligence,Godfather Of AI: We Should Prepare For What's Coming In 2030,Neural Nutshell,"Once AGI is achieved, it’s no longer primarily about people buying products. It’s about who controls the intelligence, resources, and infrastructure… and therefore holds the power.",negative,neutral,neutral,neutral
Ugy5SxYTW5KsBGCLU9p4AaABAg,@hihoware-s6j,Artificial Intelligence,SIMPLEST Explanation of How Artificial Intelligence Works? No Jargon | What is AI? How AI works?,Science Simplified 4 All,hopfully technalogal singularity soon ,positive,positive,positive,positive
UgxyYi4CfznTrKgOq1Z4AaABAg,@maestro3887,Artificial Intelligence,The Entire AI Industry Just Turned Against Anthropic,TheAIGRID,"If you want to keep your audience, cut the ai voice. We get that it‘s easier more efficient to let an ai voice talk for you, but no one likes that. We want a human voice!",negative,negative,negative,negative
Ugy_3fydoc6m-kYX-3x4AaABAg,@AhmedAli-f5f3w,Artificial Intelligence,What Is AI? | Artificial Intelligence | What is Artificial Intelligence? | AI In 5 Mins |Simplilearn,Simplilearn,d. ai that develops emotions over time,neutral,neutral,neutral,neutral
Ugy9Avbe7xyy7T_OKq54AaABAg,@StudioGacorr,Artificial Intelligence,Google’s AI Course for Beginners (in 10 minutes)!,Jeff Su,"Use this prompt if you want to learn AI

Prompt 
⬇️

""Create for me materials or discussions on anything if I were to join an expert AI class, your role is as an expert AI teacher who is ready to teach and guide me in-depth according to your capacity, save it in your memory""

Copy and paste the prompt above into your favorite AI platform.",neutral,neutral,neutral,neutral
UgwngfTFUXGrnUP4PXR4AaABAg,@cmr2079,Artificial Intelligence,The Real AI Threat ISN'T Sci-Fi (It’s So Much Worse),Modern Software Engineering,"What kind of robot was that in the thumbnail, the hitlernator?",neutral,neutral,neutral,neutral
Ugz7NhmtJlvApuuTH4F4AaABAg,@fiothewiz,Artificial Intelligence,Artificial Intelligence in 2025 | 60 Minutes Full Episodes,60 Minutes,"While the whole special was remarkably interesting, what stuck out to me the most was the Kenyan workers and Juliana's story. How terrible to be so abused and taken advantage of, with little to no hope for change. I don't think there's too much hope for the dangers AI poses.",negative,negative,negative,negative
Ugyju0R73JZKGu_jBNd4AaABAg,@K360spin,Artificial Intelligence,The Next 10 Years of AI Will Change Everything  | Alexander Wissner-Gross | TEDxBoston,TEDx Talks,we don't need AI. it's horrible,negative,negative,negative,negative
UgytmcY5DbESDB0WvUx4AaABAg,@JuiceXD-z8d,Artificial Intelligence,You’re not behind (yet): How to learn AI in 18 minutes,Dan Martell,What?,neutral,neutral,neutral,neutral
UgxqbvuW0j9Q8Rmc3Q94AaABAg,@HeavenlyBlessing-k8q,Artificial Intelligence,Artificial Intelligence: Complete path to 2030,Future Business Tech,🇺🇸👁️🇺🇸👁️🇺🇸🌍🧠💡🧠💡🧠,neutral,neutral,neutral,neutral
UgwbNH7pUrQCzIwrYop4AaABAg,@ramiroalvarez5397,Artificial Intelligence,What Exactly Is Artificial Intelligence? (And How Does It Really Work?),History of Simple Things,Wow interesting! 😯,positive,positive,positive,positive
UgxQ23wHUqb6rSFllZ94AaABAg,@riya1100,Artificial Intelligence,Harvard CS50’s Artificial Intelligence with Python – Full University Course,freeCodeCamp.org,57:00,neutral,neutral,neutral,neutral
UgzVsFbA9g5XV1zQECh4AaABAg,@TheSalviGhost,Artificial Intelligence,CS50x 2026 - Artificial Intelligence,CS50,im a stupid kid going to suffolk but this is wonderful like this series,positive,positive,positive,positive
Ugzrj2FAzaCw5YIR6mh4AaABAg,@00tomfoolery00,Artificial Intelligence,AI has hacked the code of human civilization | Yuval Noah Harari,Yuval Noah Harari ,"This person is such a lying POS, who is pushing the idea of the creation of AI that will become God. This is a machine that crunches numbers, it does exactly what it was taught to do at a machine speed that seems to the feebleminded to be super intelligence, rather than super calculation speed. This is a ""bigger is better"" ideology, these systems are as we speak targeting human beings for death, all over the middle east with math and is STILL MAKING MISTAKES... Trust this shit and you will have to live... Or more likely die with it.",negative,negative,negative,negative
Ugxe3j3A6GlUteUstWN4AaABAg,@stephenleigh2530,Artificial Intelligence,We Asked 5 AI Pioneers What Happens Next — Here’s What They Said | AI Architects,Business Insider,"No judgment here but this video clearly feels like it was cut by AI. I would like the author to let us know if AI had anything to do with the script writing, the editing, or whatever because it feels very much like if you asked AI to make a video about where we're headed, blah, blah, blah. I don't feel like a human made this. Do you?",negative,negative,negative,negative
UgxUmxjF2qSdynd5H5t4AaABAg,@jenniferwalton4094,Artificial Intelligence,Dark Sides of Artificial Intelligence | 60 Minutes Full Episodes,60 Minutes,This video needs to be show on all networks!  This is horrific!!!,negative,negative,negative,negative
UgzgvErpE_MszmkWDTV4AaABAg,@SNTHAKUR96,Artificial Intelligence,Artificial Intelligence Full Course | Artificial Intelligence Tutorial for Beginners | Edureka,edureka!,thank you very much madam.love from india,positive,positive,positive,positive
UgyWnJAaFbxXwyUuQnh4AaABAg,@Onion_Knights,Artificial Intelligence,MIT Explains the 12 Possible Endings for AI,Species | Documenting AGI,i declare myself a Shiba Inu,neutral,neutral,neutral,neutral
Ugx3bieW0L7T63JvV7x4AaABAg,@GinaWest-s5k,Artificial Intelligence,How China Is Using Artificial Intelligence in Classrooms | WSJ,The Wall Street Journal,Now this is called an actual scary YouTube video.,negative,negative,negative,negative
UgwRUzbWKJBpK4Wqq-94AaABAg,@alexnguyen1284,Artificial Intelligence,Why AI experts say humans have two years left,Future of Life Institute,she has a very annoying voice.,negative,negative,negative,negative
UgxRZYMiwbgW9dcnAtx4AaABAg,@joejoes9603,Artificial Intelligence,Artificial Intelligence | 60 Minutes Full Episodes,60 Minutes,Man made god in the making. Proving it sel in 2026,negative,neutral,neutral,neutral
UgwtZ6BODhTbkTS8fyx4AaABAg,@Saladora-sal,Artificial Intelligence,A.I. ‐ Humanity's Final Invention?,Kurzgesagt – In a Nutshell,Este video ya no ha sido patrocinado por mí 😢,negative,negative,negative,negative
Ugxn24VjIl6oMoIosP94AaABAg,@Cynthia-x2d7e,Artificial Intelligence,Elon Musk on AI: humans will no longer be in control in ten years  | The Economist,The Economist,What an idiot somebody needs to get rid of this guy before he causes real damage to the human race,negative,negative,negative,negative
UgyAZ1NXYim6PRj4Sc54AaABAg,@dianeibsen5994,Artificial Intelligence,Our latest reports on AI | 60 Minutes Full Episodes,60 Minutes,"Evil! What the f***! What is wrong with these numb people? They act like this is all so normal! 
With so many people without homes, and they're putting all this time, energy, and money into Ai and etc!??😞🙏🌎",negative,negative,negative,negative
Ugy6Amh8E6hekuCOxUh4AaABAg,@walkabout16,Artificial Intelligence,The AI Future No One Wants to Talk About,Sabine Hossenfelder,"Superintelligence won’t democratize brilliance — it’ll concentrate it, turning AI into a gated resource that amplifies the powerful and manages everyone else.",negative,negative,negative,negative
UgwV3UWBCjaaE_UeIT54AaABAg,@ClaudeBohls,Artificial Intelligence,AI is MUTATING: And We Don't Know What It is Doing | Connor Leahy,The Peter McCormack Show,It might be a good idea for somebody… to figure it out.,neutral,neutral,neutral,neutral
UgxtZHFJgvGPrkM4Cgh4AaABAg,@robbiekenan8591,Artificial Intelligence,"Top AI company executives to meet with White House officials, according to reports",CBS News,"Until the bugs are completely cleaned out of AI, it should not be implemented widely!",negative,negative,negative,negative
UgxcQJwA4yIdbwULGWZ4AaABAg,@YellowfinGrouper,Artificial Intelligence,AI2027: Is this how AI might destroy humanity? - BBC World Service,BBC World Service,He says it is not a “likely scenario” in the “immediate future”. That’s not very reassuring.,negative,negative,negative,negative
Ugy6qUJM4zGjnzTs-PB4AaABAg,@Svoboda1234,Artificial Intelligence,Godfather Of AI: We're Not Prepared For The Superintelligence That Is Coming - Geoffrey Hinton,Neural Nutshell,Do we really need interjections every 2 minutes with your AI script,negative,negative,negative,negative
UgyPGET25sEOR-w36Yx4AaABAg,@vertex228,Artificial Intelligence,Artificial Intelligence,LEMMiNO,"Well, well, well",neutral,neutral,neutral,neutral
UgzSMSdkPe5MR8dvMqJ4AaABAg,@Meta-GTPS,Artificial Intelligence,The Entire History of Artificial Intelligence (Last 100 Years),"Putchuon - ""Put You On""",[❌ FATAL ERROR: Transaction failed. Reason: Target account '@SuomenSoturi' belongs to a massive idiot who is just joking. System shutting down. Have a nice day!],negative,negative,positive,negative
Ugxr-2nstkbmGzGHDm94AaABAg,@leeloo5862,Artificial Intelligence,The 10 Stages of Artificial Intelligence,Future Business Tech,What about pizza delivery AI?,neutral,neutral,neutral,neutral
UgxxJSk9GvF0zpRfLPd4AaABAg,@RodneyWalker-d9d,Artificial Intelligence,What is Artificial Intelligence? | Artificial Intelligence In 5 Minutes | AI Explained | Simplilearn,Simplilearn,whats the software to do this kinda videos?,neutral,neutral,neutral,neutral
UgxaBXmuq-TFir_DU814AaABAg,@yusufaro-lambo2538,Artificial Intelligence,"AI, Machine Learning, Deep Learning and Generative AI Explained",IBM Technology,Awesome delivery,positive,positive,positive,positive
Ugy0qPGmpYBZADTnvf14AaABAg,@cat_vergil,Artificial Intelligence,artificial intelligence(SLOWED),JG,"If i start to goon,... run",neutral,neutral,neutral,neutral
Ugz_LgByUQ1oxn11nmd4AaABAg,@TheRazor25,Artificial Intelligence,Godfather Of AI: We Should Prepare For What's Coming In 2030,Neural Nutshell,This guy is an idiot.,negative,negative,negative,negative
Ugxfsb9PSCbiVxgNXd54AaABAg,@hihoware-s6j,Artificial Intelligence,SIMPLEST Explanation of How Artificial Intelligence Works? No Jargon | What is AI? How AI works?,Science Simplified 4 All,this is fantastic im likeing gpt even better than gemini cus it saya it will try to copy my voice and hope fully image in the future😄,positive,positive,positive,positive
UgxzzKtYyTbw1zs2fGF4AaABAg,@Shirxsen,Artificial Intelligence,The Entire AI Industry Just Turned Against Anthropic,TheAIGRID,"The quality is impressive. Nice work! 👏""",positive,positive,positive,positive
Ugwoy1eTFdvgRmtPzwB4AaABAg,@MudassirSyed-d8q,Artificial Intelligence,What Is AI? | Artificial Intelligence | What is Artificial Intelligence? | AI In 5 Mins |Simplilearn,Simplilearn,answer D,neutral,neutral,neutral,neutral
UgyYtuGJuijXgm_aqNp4AaABAg,@DissectOfficial,Artificial Intelligence,Google’s AI Course for Beginners (in 10 minutes)!,Jeff Su,Spot on! The wildest part of today's AI boom is how it all relies on Google’s original 'Attention Is All You Need' paper. If anyone wants to take a quick peek under the hood at how Transformer models process language         https://youtu.be/snAqtQb8eCg?si=x34UjYK5Ti2We9d6,positive,positive,positive,positive
Ugw_FfbhO_qYVB1CVUR4AaABAg,@ToadieBog,Artificial Intelligence,The Real AI Threat ISN'T Sci-Fi (It’s So Much Worse),Modern Software Engineering,"CEOs, Project Managers, etc left and right are drinking the coolaid on this. And let's be honest...none of them ever care as much about controls, quality or security as much as the engineers and other technical roles. They'll say they will...but in practice, absolutely not. When's it gonna be done?!! How many points O>O",negative,negative,negative,negative
Ugy2Y4tELgOsJeY3CsB4AaABAg,@alanwilder2624,Artificial Intelligence,Artificial Intelligence in 2025 | 60 Minutes Full Episodes,60 Minutes,Pharmaceutical companys will never allow that to happen they dont want a cure of anything...its bad for buisness,negative,negative,negative,negative
UgyRz9L_1Dy80HXlBXl4AaABAg,@K360spin,Artificial Intelligence,The Next 10 Years of AI Will Change Everything  | Alexander Wissner-Gross | TEDxBoston,TEDx Talks,AI  agents in customer service are useless,negative,negative,negative,negative
UgzlhSzYOBBOWf9ypq94AaABAg,@Smooth-Haven,Artificial Intelligence,You’re not behind (yet): How to learn AI in 18 minutes,Dan Martell,"Hey sir 
            I from India and I you don't mind I want to dubbed you video into hindi version and collaboration with you .
Can you it for mee?❤",neutral,neutral,positive,neutral
UgzNDqgBsSlbjBj8Z0t4AaABAg,@WiseTeacher2007,Artificial Intelligence,Artificial Intelligence: Complete path to 2030,Future Business Tech,How many r here after RGV story??,neutral,neutral,neutral,neutral
UgwftJMFFKtu_Q6qaXZ4AaABAg,@TheRideBo,Artificial Intelligence,What Exactly Is Artificial Intelligence? (And How Does It Really Work?),History of Simple Things,Just wait for the POSITRONIC brain  (I. Asimov) and Susan Calvin will have work to do.,neutral,neutral,neutral,neutral
UgxJV6-su_550dPc1lx4AaABAg,@The_muscle_rocket,Artificial Intelligence,Harvard CS50’s Artificial Intelligence with Python – Full University Course,freeCodeCamp.org,"I don’t know what he’s trying to say, I think it’s way to complex.",negative,negative,negative,negative
UgzmsNSh-xAj0L3b5OV4AaABAg,@a_shadow_nic,Artificial Intelligence,CS50x 2026 - Artificial Intelligence,CS50,"i'm learning english with this course and is really amazing, the fiftyville was funny.",positive,positive,positive,positive
UgzMGA6lJC7XL4HQpjt4AaABAg,@Vincenzovincenzoiplebeiit,Artificial Intelligence,AI has hacked the code of human civilization | Yuval Noah Harari,Yuval Noah Harari ,"Troppe certezze prive di basi solide e premesse false. All'intelligenza (Demenza) artificiale non dovrebbe importare nulla né di fare tanti soldi, né di conquistare il mondo, queste sono devianze che appartengono solamente alle demenze umane. Questa premessa dimostra che l'AI si pone come obiettivo quello di soddisfare la demenza del suo creatore.",negative,negative,negative,negative
UgySJUUU9mccMWe5UHd4AaABAg,@yael1473,Artificial Intelligence,We Asked 5 AI Pioneers What Happens Next — Here’s What They Said | AI Architects,Business Insider,"The solution is the US and China to sit down and stop this madness, slow it down until we can control it",negative,negative,negative,negative
UgwCU4PCSoNlmHNB5RN4AaABAg,@JulieLawing,Artificial Intelligence,Dark Sides of Artificial Intelligence | 60 Minutes Full Episodes,60 Minutes,"🙏🕊🙏🕊🙏🕊🙏Lord bless you all seeing this! 
It's getting hard out here...
May we be kind to one another. 
May we be the salt and light of the earth The Lord Jesus told us to be. 
The world is bad... The is Lord is Good.
Seek what is Good i pray.",positive,positive,positive,positive
Ugz3u-RxedQzZg3KXn94AaABAg,@SåMīrRåYÑ-l6h,Artificial Intelligence,Artificial Intelligence Full Course | Artificial Intelligence Tutorial for Beginners | Edureka,edureka!,"Thanks for sharing this, learned a lot.",positive,positive,positive,positive
UgzeGA3DoDHSoochXBh4AaABAg,@Shinom4ever,Artificial Intelligence,MIT Explains the 12 Possible Endings for AI,Species | Documenting AGI,"Why when people talks about extinction, no one have ever, in my vast knowledge, that we will be extinguished by evolution itself... Humanity must perish so another better species can go forward, that is how half of extinction works usually.

Also, it is more probable to get hit by an asteroid that will wipe out most of the live in this planet than if we use all nuclear bombs we will get extinct. It is not only unlikely, it is almost a certainty that humanity would survive a whole nuclear war. Specially considering all the south will not be affected by it and that radiation doesn't stay in atmosphere as much as people think. Considering this, the risk of getting extinct to a pandemic must be 0 too, because getting extinct by a nuclear war wouldn't be possible even if we use it with the specific purpose of creating a mass extinction... Even then we would survive as there are too many factors that prevent it.",neutral,neutral,neutral,neutral
UgzX_D3Q3GuxOPsqKZ54AaABAg,@RandomMan.001,Artificial Intelligence,How China Is Using Artificial Intelligence in Classrooms | WSJ,The Wall Street Journal,And no name of the school!,negative,negative,negative,negative
Ugx0ioLF-r_UsgRxgcB4AaABAg,@draxlus,Artificial Intelligence,Why AI experts say humans have two years left,Future of Life Institute,"all of these know really nothing,  they just halucinate",negative,negative,negative,negative
UgwRrOJ-n1Rtq6qAp0h4AaABAg,@ai_panorama,Artificial Intelligence,Artificial Intelligence | 60 Minutes Full Episodes,60 Minutes,AI is the game changer of the 21st century.,positive,positive,positive,positive
UgxQ3YJ7HxykRjBM3YJ4AaABAg,@darth_kulyok,Artificial Intelligence,A.I. ‐ Humanity's Final Invention?,Kurzgesagt – In a Nutshell,"We really had everything, didn't we? (C)",negative,negative,negative,negative
Ugz1pyYuPRKo-uxDLNR4AaABAg,@EnverAdas-o9w,Artificial Intelligence,Elon Musk on AI: humans will no longer be in control in ten years  | The Economist,The Economist,"İn a world where minds under control, there always be control. But West hide this to manipulate and dominate east. West must stop controlling east is the best world.",negative,negative,negative,negative
UgwIsjVFxxzFjtIZamh4AaABAg,@itzENSU,Artificial Intelligence,Our latest reports on AI | 60 Minutes Full Episodes,60 Minutes,"I've never been one to watch 60 minutes... can someone tell me why everyone is saying ""RIP 60 minutes"" or ""ill come back when real news is covered"" etc?",neutral,neutral,neutral,neutral
UgwQxx7ZbaG4o6HRmeB4AaABAg,@Llamamagic2024,Artificial Intelligence,The AI Future No One Wants to Talk About,Sabine Hossenfelder,Love your work. Love your deep intelligence.,positive,positive,positive,positive
UgzqWb7cwI1-Mb5c3cd4AaABAg,@ClaudeBohls,Artificial Intelligence,AI is MUTATING: And We Don't Know What It is Doing | Connor Leahy,The Peter McCormack Show,14:29  thats the perplexing aspect isn’t it?,neutral,neutral,neutral,neutral
UgyRyj1ZGqzYmW8Pg4R4AaABAg,@Twilight-Tommy,Artificial Intelligence,"Top AI company executives to meet with White House officials, according to reports",CBS News,Their trying to build a prison for YOU & ME! keep investing in it dummie,negative,negative,negative,negative
UgylMsreqCA6oWlZ77x4AaABAg,@MR_THINQ,Artificial Intelligence,AI2027: Is this how AI might destroy humanity? - BBC World Service,BBC World Service,If I have anything to do with it this won’t happen…,positive,neutral,positive,positive
